EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,RULING_YEAR,NTEE_NAME,CLUSTER_KMEANS
852390612,QUARTERMAN & KELLER FOUNDATION INC,,100 BULL ST STE 200,SAVANNAH,GA,31401-3378,0,3,3,1000,2020-12-01,1,15,0,1,1,202212.0,4,4,1,0,12,219608.0,294828.0,294828.0,R12,,2020.0,"Civil Rights, Social Action & Advocacy",0
852581539,PRORATE ENERGY INC,% STEPHEN SCANDURRO,607 ST CHARLES AVENUE,NEW ORLEANS,LA,70130-3444,0,3,3,1280,2022-06-01,1,15,0,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,C35,,2022.0,Environment,0
852721060,SMALL HOPE BAY FOUNDATION INC,,1126 S FEDERAL HWY 280,FORT LAUDERDALE,FL,33316-1257,0,3,3,1200,2021-10-01,1,15,0,1,1,202212.0,3,4,1,0,12,85823.0,203838.0,203838.0,C32,,2021.0,Environment,0
852768560,NEIGHBORLY DEMOCRACY,% CATALYST LAW LLC,810 NW MARSHALL ST 310,PORTLAND,OR,97209-3359,0,4,3,3000,2021-08-01,2,0,0,1,1,202012.0,0,0,1,0,12,0.0,0.0,0.0,R40,,2021.0,"Civil Rights, Social Action & Advocacy",0
852892999,FRIENDS OF IRTG,% FRIENDS OF IRTG,749 NE HAZELFERN PL,PORTLAND,OR,97232-2623,0,3,3,1000,2021-01-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C41,,2021.0,Environment,0
853194131,STREISSGUTH GARDENS CONSERVANCY,% BENJAMIN STREISSGUTH,117 E LOUISA ST PMB 532,SEATTLE,WA,98102-3203,0,3,3,1200,2021-04-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C40,,2021.0,Environment,0
853441159,TALK A MILE,% RANDALL DUNCAN,441 SE 58TH PL,PORTLAND,OR,97215-2759,0,3,3,2000,2021-01-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R30,,2021.0,"Civil Rights, Social Action & Advocacy",0
853577652,NOLA EAST ECONOMIC DEVELOPMENT FOCUS GROUP,% NEW ORLEANS EAST MATTERS,PO BOX 871852,NEW ORLEANS,LA,70187-1852,0,3,3,1230,2021-10-01,1,16,0,5,1,202212.0,1,3,2,0,12,5512.0,25778.0,25778.0,C99,NEW ORLEANS EAST MATTERS,2021.0,Environment,0
853857486,BUILD SOIL,% JORDAN FINK,2324 SE OAK ST,PORTLAND,OR,97214-1638,0,3,3,1280,2022-03-01,1,15,0,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,C99,,2022.0,Environment,0
853866757,NAYA ACTION FUND,% PAUL LUMLEY,5135 NE COLUMBIA BLVD,PORTLAND,OR,97218-1201,0,4,3,3000,2021-05-01,2,0,0,1,1,202206.0,5,3,1,0,6,592154.0,71727.0,71727.0,R20,,2021.0,"Civil Rights, Social Action & Advocacy",0
853905225,OCEANS CONNECT INC,,313 E LIBERTY ST,SAVANNAH,GA,31401-4403,0,3,3,1280,2021-07-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C30,,2021.0,Environment,0
853972465,XR ACTIONS,,1602 SW 58TH AVE,PORTLAND,OR,97221-1411,0,4,3,3000,2022-08-01,2,0,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C99,,2022.0,Environment,0
854325133,PUBLIC ACCOUNTABILITY,% ATHUL K ACHARYA,PO BOX 14672,PORTLAND,OR,97293-0672,0,3,3,1200,2021-05-01,1,15,0,1,1,202109.0,1,3,1,0,9,4253.0,65000.0,65000.0,R60,,2021.0,"Civil Rights, Social Action & Advocacy",0
854329332,GO ALLIANCE,,3141 E BURNSIDE ST,PORTLAND,OR,97214-1951,0,3,3,1280,2022-01-01,1,16,0,1,1,202112.0,1,2,2,0,12,2873.0,15352.0,15352.0,C01,GREEN OREGON,2022.0,Environment,0
861119361,GREEN BUILDING INITIATIVE INC,% WARD HUBBELL,805 SW BROADWAY,PORTLAND,OR,97205-3339,0,3,3,1200,2006-03-01,1,15,0,1,1,202112.0,7,7,1,0,12,9419082.0,7219837.0,7219837.0,C35,,2006.0,Environment,0
861672776,LEADING WATER FORWARD,% NICKI POZOS,2823 SE TAYLOR STREET,PORTLAND,OR,97214-4564,0,3,3,2000,2021-06-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C32,,2021.0,Environment,0
861741610,EVERGREEN COLLABORATIVE,,PO BOX 21961,SEATTLE,WA,98111-3961,0,3,3,2000,2021-09-01,1,15,0,1,1,202112.0,6,6,1,0,12,2714555.0,3718265.0,3718265.0,C05,,2021.0,Environment,0
861763384,PORTLAND PEACE TEAM,% TOM HASTINGS,PO BOX 6512,PORTLAND,OR,97228-6512,0,3,3,1000,2021-11-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R99,,2021.0,"Civil Rights, Social Action & Advocacy",0
862055001,PORTLAND STUDENT PANDEMIC RESPONSE,% RYE LILY SCHOLIN,10150 SW LANCASTER RD,PORTLAND,OR,97219-6303,0,3,3,1200,2021-07-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R01,,2021.0,"Civil Rights, Social Action & Advocacy",0
862168401,COMMON POWER FUTURE,,PO BOX 51125,SEATTLE,WA,98115-1125,0,3,3,1200,2021-08-01,1,15,0,1,1,202112.0,6,6,1,0,12,1666232.0,1961789.0,1907024.0,R40,CPFUTURE,2021.0,"Civil Rights, Social Action & Advocacy",0
862248308,YOUNG PEOPLE VOTE,,1200 N BROAD ST,NEW ORLEANS,LA,70119-3303,0,3,3,1000,2021-05-01,1,16,0,1,1,202112.0,1,3,1,0,12,1.0,65500.0,65500.0,R40,,2021.0,"Civil Rights, Social Action & Advocacy",0
862282759,GRASSLAND GROUPIES INC,% NICOLE BROWN,936 S RUTAN AVE,WICHITA,KS,67218-2937,0,3,3,1000,2022-04-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C34,,2022.0,Environment,0
862882732,FEEL GOOD ACTION,% ANDY FORREST,2339 FAIRVIEW AVE E SLIP L,SEATTLE,WA,98102-3363,0,3,3,2000,2022-01-01,1,15,0,1,1,202112.0,4,4,1,0,12,308832.0,497631.0,497631.0,C60,,2022.0,Environment,0
862946762,ELECTRIC POTENTIAL,% SUSIE KIM,1570 W ARMORY WAY STE 101 RM 212,SEATTLE,WA,98119-2678,0,3,3,1200,2021-07-01,1,16,0,5,1,202212.0,1,1,2,0,12,636.0,820.0,820.0,R01,,2021.0,"Civil Rights, Social Action & Advocacy",0
863173388,FAMILIES AGAINST CHILD TRAFFICKING,% JUANITA MARIE CARRUTH,4610 SIERRA MADRE DR,NEW ORLEANS,LA,70127-3747,0,3,3,2500,2021-07-01,1,16,0,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,R01,FACT,2021.0,"Civil Rights, Social Action & Advocacy",0
863445122,FREEDOM SOCIALISTS,% HELEN GILBERT,4710 UNIVERSITY WAY NE STE 100,SEATTLE,WA,98105-4428,0,4,3,3000,2022-08-01,2,0,0,1,1,202112.0,4,4,1,0,12,346181.0,458902.0,458902.0,R20,,2022.0,"Civil Rights, Social Action & Advocacy",0
870800705,FUSE INNOVATION FUND,,PO BOX 4897,SEATTLE,WA,98194-0897,0,3,3,1000,2007-12-01,1,15,0,1,1,202206.0,4,6,1,0,6,313989.0,1125930.0,1125930.0,C20,,2007.0,Environment,0
870809000,BETTER WORLD CREDITS INC,% JAMES DAILEY,7014 16TH AVE NW,SEATTLE,WA,98117-5548,0,3,3,2000,2009-01-01,1,15,0,1,1,202206.0,0,0,2,0,6,0.0,0.0,0.0,C12,,2009.0,Environment,0
871135483,GOLF DIVERSITY PROGRAM,% JAMES PIPPIN,6935 SW FOXFIELD CT,PORTLAND,OR,97225-6054,0,3,3,1000,2022-04-01,1,15,0,1,1,202112.0,3,3,1,0,12,28682.0,52000.0,52000.0,R19,,2022.0,"Civil Rights, Social Action & Advocacy",0
871353972,OREGON DONOR ALLIANCE,% SHELLY HUNTER,221 NW 2ND AVE STE 300,PORTLAND,OR,97209-3961,0,4,3,3000,2022-12-01,2,0,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R99,,2022.0,"Civil Rights, Social Action & Advocacy",0
871485689,EARTHLINE DEVELOPMENT CORPORATION,% JONATHAN REYNOLDS,4033 FRANKLIN AVE,NEW ORLEANS,LA,70122-6046,0,3,3,2800,2021-09-01,1,15,0,5,1,202109.0,0,0,2,0,9,0.0,0.0,0.0,C99,,2021.0,Environment,0
871639350,CULTURE X CHANGE,,5601 SE 67TH AVE,PORTLAND,OR,97206-5315,0,3,3,1200,2022-01-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R99,,2022.0,"Civil Rights, Social Action & Advocacy",0
871812611,OREGON REMEMBRANCE PROJECT,% TAYLOR STEWART,15719 NW ANDALUSIAN WAY,PORTLAND,OR,97229-8979,0,3,3,1000,2023-05-01,1,15,0,1,1,202107.0,0,0,2,0,1,0.0,0.0,0.0,R30,,2023.0,"Civil Rights, Social Action & Advocacy",0
871848174,GROW IT FORWARD RESTORATION,,9541 PHINNEY AVE N,SEATTLE,WA,98103-3025,0,3,3,1200,2022-05-01,1,15,0,1,1,202206.0,0,0,2,0,6,0.0,0.0,0.0,C30,,2022.0,Environment,0
871890831,FRIENDS OF THE LONGLEAF PINES,% LESLEY PROCHASKA,625 JEFFERSON HEIGHTS AVE,NEW ORLEANS,LA,70121-1108,0,3,3,1200,2022-01-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C36,,2022.0,Environment,0
871930118,CHROMA INC,,504 MAIN ST STE 240,LEWISTON,ID,83501-1869,0,3,3,1200,2021-10-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R26,,2021.0,"Civil Rights, Social Action & Advocacy",0
872766900,DR TYLITHIA L BURKS FOUNDATION,,6221 S CLAIBORNE AVE STE 514,NEW ORLEANS,LA,70125-4142,0,3,3,1200,2022-02-01,1,15,0,1,1,202206.0,3,3,1,0,6,34365.0,64276.0,64276.0,R12,,2022.0,"Civil Rights, Social Action & Advocacy",0
872832368,COMMON POWER,,1525 11TH AVE,SEATTLE,WA,98122-3903,0,4,3,3000,2023-02-01,2,0,0,1,1,202112.0,0,0,1,0,12,0.0,0.0,0.0,R40,,2023.0,"Civil Rights, Social Action & Advocacy",0
873118436,WILDSIDE,% ANDREW YORRA,5735 NE 28TH AVE,PORTLAND,OR,97211-6119,0,3,3,1000,2021-12-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C30,,2021.0,Environment,0
873395388,ROTARY CLUB OF PUGET SOUND ENVIRONMENTAL FOUNDATION,,719 N 81ST ST,SEATTLE,WA,98103-4315,0,3,3,1200,2022-01-01,1,15,0,1,1,202206.0,0,0,2,0,6,0.0,0.0,0.0,C30,,2022.0,Environment,0
873520326,MARGUERITE CASEY ACTION FUND,,1425 4TH AVE STE 900,SEATTLE,WA,98101-2222,0,4,3,1000,2022-07-01,2,0,0,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,R12,,2022.0,"Civil Rights, Social Action & Advocacy",0
873556170,FLORIDA PROTECTIVE PARENTS ASSOCIATION INC,% FL PROTECTIVE PARENTS ASSOCIATION,955 S FEDERAL HIGHWAY 339,FORT LAUDERDALE,FL,33316-1222,0,3,3,5000,2022-02-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R01,,2022.0,"Civil Rights, Social Action & Advocacy",0
873602423,TRUST US JUSTICE FUND INC,,200 W DOUGLAS,WICHITA,KS,67202-3013,0,4,3,3000,2022-06-01,2,0,0,1,1,202212.0,4,4,1,0,12,127280.0,218533.0,218533.0,R40,,2022.0,"Civil Rights, Social Action & Advocacy",0
873782802,SPECTRUM RESOURCE CENTER,,5600 RAINIER AVE S STE C206,SEATTLE,WA,98118-2407,0,3,3,1200,2022-04-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R26,,2022.0,"Civil Rights, Social Action & Advocacy",0
874334206,WICHITA COMMUNITY GARDENS INC,% KRIS ROGERS,912 N SPAULDING AVE,WICHITA,KS,67203-3260,0,3,3,2000,2022-03-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C42,RIVERSIDE GARDEN,2022.0,Environment,0
874397946,ALL ABOARD NORTHWEST,,PO BOX 22225,SEATTLE,WA,98122-0225,0,4,3,3000,2022-07-01,2,0,0,0,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R01,,2022.0,"Civil Rights, Social Action & Advocacy",0
880546578,PSYCHEDELIC MEDICINE ALLIANCE OF WASHINGTON,,6519 21ST AVE NE,SEATTLE,WA,98115-6947,0,4,3,3000,2023-01-01,2,0,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R01,,2023.0,"Civil Rights, Social Action & Advocacy",0
881247736,AIR CAPITAL DAYLILY SOCIETY,,516 S TOPAZ LN,WICHITA,KS,67209-1738,0,3,3,2000,2022-10-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C42,,2022.0,Environment,0
882043966,BETTER FUTURE PROGRAM INC,,7240 CROWDER BLVD STE 300,NEW ORLEANS,LA,70127-1923,0,3,3,1200,2022-06-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R30,,2022.0,"Civil Rights, Social Action & Advocacy",0
882230283,GULF COAST WATERMEN INC,,650 POYDRAS ST STE 2530,NEW ORLEANS,LA,70130-6215,0,3,3,1280,2022-08-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C32,,2022.0,Environment,0
883462093,WOVEN ROOTS COMMUNITY GARDENS,,2408 SAINT ROCH AVE,NEW ORLEANS,LA,70117-7920,0,3,3,1200,2022-08-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C42,,2022.0,Environment,0
883809087,MIXED GREENS SAVANNAH INC,% JESSICA MARIE MATHIS,11515 WHITE BLUFF ROAD,SAVANNAH,GA,31419-1553,0,3,3,1200,2022-10-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R23,,2022.0,"Civil Rights, Social Action & Advocacy",0
900103944,FOREST BIOMETRICS RESEARCH INSTITUTE,% WESTERN FORESTY ASSN,4033 SW CANYON RD,PORTLAND,OR,97221-2760,0,3,3,1000,2006-11-01,1,15,0,1,1,202212.0,4,5,1,0,12,446907.0,521905.0,521905.0,C99,,2006.0,Environment,0
900456300,GROUNDWORK NEW ORLEANS,% BLANCHER,2372 SAINT CLAUDE AVE STE 300,NEW ORLEANS,LA,70117-8394,0,3,3,1200,2011-02-01,1,15,0,1,1,201912.0,3,4,1,0,12,31749.0,460047.0,460047.0,C30,,2011.0,Environment,0
900586360,ALPINE LAKES PROTECTION SOCIETY,% FRANK SWART,7303 28TH AVE NW,SEATTLE,WA,98117-5950,0,3,3,1000,2019-08-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C32,ALPS,2019.0,Environment,0
900917099,NORTH END FLOWER CLUB,% EVELYNE J MARWOOD,807 NW 62ND ST,SEATTLE,WA,98107-2842,0,3,3,1000,2014-08-01,1,16,0,5,1,202206.0,0,0,2,0,6,0.0,0.0,0.0,C42,,2014.0,Environment,0
910135850,FRATERNAL ORDER OF EAGLES,,8741 22ND AVE NW,SEATTLE,WA,98117-3715,102,8,9,1000,1991-01-01,2,0,260000000,5,1,202205.0,0,0,2,0,5,0.0,0.0,0.0,R60,172 BALLARD,1991.0,"Civil Rights, Social Action & Advocacy",0
910610610,LEAGUE OF WOMEN VOTERS OF WASHINGTON,,1511 3RD AVE STE 900,SEATTLE,WA,98101-1683,0,4,3,3000,1957-12-01,1,0,994124000,1,1,202206.0,3,4,1,0,6,51941.0,137778.0,137778.0,R400,,1957.0,"Civil Rights, Social Action & Advocacy",0
910613583,ARBORETUM FOUNDATION,% PAIGE MILLER,2300 ARBORETUM DR E,SEATTLE,WA,98112-2300,0,3,3,2800,1937-08-01,1,16,59927000,1,1,202206.0,7,7,1,0,6,8009608.0,5731305.0,4956558.0,C114,,1937.0,Environment,0
910839385,WASHINGTON CONSERVATION ACTION EDUCATION FUND,,1402 3RD AVE STE 1400,SEATTLE,WA,98101-2179,0,3,3,1000,1986-09-01,1,15,350000000,1,1,202112.0,7,6,1,0,12,8975785.0,4812911.0,4332666.0,C010,,1986.0,Environment,0
910972555,WASHINGTON NATIVE PLANT SOCIETY,,6310 NE 74TH ST STE 215E,SEATTLE,WA,98115-8171,0,3,3,2000,1976-11-01,1,15,350000000,1,1,202112.0,5,4,1,0,12,931996.0,493186.0,461633.0,C300,,1976.0,Environment,0
910982918,PACIFIC FISHERY MANAGEMENT COUNCIL,,7700 NE AMBASSADOR PL,PORTLAND,OR,97220-1394,0,3,3,1000,1992-07-01,1,15,995000000,5,1,202112.0,6,6,1,0,12,2196214.0,4638236.0,4638236.0,C013,,1992.0,Environment,0
911105548,FRIENDS OF THE CONSERVATORY,,1402 E GALER ST,SEATTLE,WA,98112-2843,0,3,3,1200,1980-05-01,1,15,379060994,1,1,202112.0,4,4,1,0,12,110116.0,133048.0,109457.0,C110,,1980.0,Environment,0
911190090,PACIFIC ENERGY INSTITUTE,% TED HUNTER,3333 WALLINGFORD AVE N APT 407,SEATTLE,WA,98103-9003,0,3,3,1000,1984-04-01,1,16,123000000,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,C200,,1984.0,Environment,0
911214158,TOXIC-FREE FUTURE,,4649 SUNNYSIDE AVE N STE 540,SEATTLE,WA,98103-6963,0,3,3,2000,1984-11-01,1,15,124000000,5,1,202112.0,6,6,1,0,12,3191679.0,2603282.0,2569649.0,C012,,1984.0,Environment,0
911224769,LEAGUE OF WOMEN VOTERS OF SEATTLE KING COUNTY EDUCATION FUND,,1511 3RD AVE STE 900,SEATTLE,WA,98101-1683,0,3,3,1000,1984-01-01,1,15,481994000,1,1,202206.0,3,4,1,0,6,79018.0,130608.0,130608.0,R400,,1984.0,"Civil Rights, Social Action & Advocacy",0
911240780,ASSOCIATION FOR WASHINGTON ARCHAEOLOGY,% BURKE MUSEUM ARCHAEOLOGY CURATOR,PO BOX 353010,SEATTLE,WA,98195-3010,0,3,3,1000,1998-05-01,1,15,529000000,1,1,202103.0,0,0,2,0,3,0.0,0.0,0.0,C30Z,,1998.0,Environment,0
911255818,NATIONAL COURT APPOINTED SPECIAL ADVOCATE ASSOCIATION,% DIANA WESTROP,100 W HARRISON N TOWER,SEATTLE,WA,98119-4116,0,3,3,1000,1985-04-01,1,15,327000000,1,1,202112.0,7,8,1,0,12,7164922.0,17045077.0,17009664.0,R200,CASA - ADVOCATES FOR ABUSED CHILDRE,1985.0,"Civil Rights, Social Action & Advocacy",0
911270041,FRIENDS OF SEATTLES OLMSTED PARKS,% JENNIFER OTT,PO BOX 9884,SEATTLE,WA,98109-0884,0,3,3,1000,2014-09-01,1,15,354000000,1,1,202203.0,0,0,2,0,3,0.0,0.0,0.0,C30,,2014.0,Environment,0
911276424,MASTER GARDENER FOUNDATION OF KING COUNTY,,PO BOX 354115,SEATTLE,WA,98195-4115,0,3,3,1000,1985-07-01,1,15,123000000,1,1,202112.0,4,4,1,0,12,293825.0,109083.0,102121.0,C420,,1985.0,Environment,0
911285783,PUGET SOUNDKEEPER ALLIANCE,,130 NICKERSON ST STE 107,SEATTLE,WA,98109-1658,0,3,3,1000,1985-05-01,1,15,351000000,1,1,202112.0,6,6,1,0,12,1372330.0,1251776.0,1231429.0,C013,,1985.0,Environment,0
911307539,KING COUNTY IRIS SOCIETY,% JOHN VACCHIERY,4023 CASCADIA AVE S,SEATTLE,WA,98118-1130,0,3,3,1280,2016-08-01,1,16,233000000,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C42,,2016.0,Environment,0
911325007,PRIDE FOUNDATION,,2014 E MADISON ST STE 300,SEATTLE,WA,98122-2965,0,3,3,1000,1986-05-01,1,15,602000000,1,1,202203.0,8,8,1,0,3,48670409.0,19315587.0,8851157.0,R26Z,,1986.0,"Civil Rights, Social Action & Advocacy",0
911353222,PRO-CHOICE WASHINGTON FOUNDATION,,1916 PIKE PL STE 12 PMB 1449,SEATTLE,WA,98101-1056,0,3,3,1000,1992-07-01,1,15,995000000,1,1,202112.0,4,5,1,0,12,479272.0,575881.0,575881.0,R610,,1992.0,"Civil Rights, Social Action & Advocacy",0
911472783,WASHINGTON WATER TRAILS ASSOCIATION,,4649 SUNNYSIDE AVE N STE 307,SEATTLE,WA,98103-6956,0,3,3,1000,1992-05-01,1,15,350000000,1,1,202112.0,3,3,1,0,12,77776.0,68289.0,68289.0,C320,,1992.0,Environment,0
911493057,PACIFIC NORTHWEST POLLUTION PREVENTION RESOURCE CENTER,% RAUL GONZALEZ,13751 LAKE CITY WAY NE STE 305,SEATTLE,WA,98125-8631,0,3,3,1000,1996-10-01,1,15,320000000,1,1,202112.0,4,5,1,0,12,305547.0,858178.0,858178.0,C200,,1996.0,Environment,0
911530563,LAKERIDGE GARDEN CLUB,,8033 S 113TH ST,SEATTLE,WA,98178-3241,0,3,3,2000,2016-07-01,1,16,0,1,1,202206.0,0,0,2,0,6,0.0,0.0,0.0,C50,,2016.0,Environment,0
911531234,THE MOUNTAINS TO SOUND GREENWAY TR,,2701 1ST AVE STE 240,SEATTLE,WA,98121-1133,0,3,3,1000,1996-11-01,1,15,379000000,1,1,202206.0,6,6,1,0,6,4313029.0,3663104.0,3655768.0,C300,,1996.0,Environment,0
911535609,PUGET SOUND ADVOCATES FOR RETIREMENT ACTION,,321 16TH AVE S,SEATTLE,WA,98144-2151,0,4,3,1000,2012-02-01,2,0,0,1,1,202112.0,4,3,1,0,12,175404.0,79829.0,79829.0,R25,,2012.0,"Civil Rights, Social Action & Advocacy",0
911539831,FUTUREWISE,,816 2ND AVE STE 200,SEATTLE,WA,98104-1535,0,3,3,1000,1995-07-01,1,15,123000000,1,1,202112.0,5,6,1,0,12,548618.0,1319128.0,1305577.0,C015,,1995.0,Environment,0
911613460,ENVIRONMENTAL COALITION OF SOUTH SEATTLE,% CHARLES CUNNIFF,1011 SW KLICKITAT WAY STE 201,SEATTLE,WA,98134-1103,0,3,3,1000,1994-09-01,1,15,995351000,1,1,202112.0,6,6,1,0,12,1779546.0,1552155.0,1552155.0,C200,,1994.0,Environment,0
911635034,THORNTON CREEK ALLIANCE,% TREASURER,1529 NE ELSHIN PL,SEATTLE,WA,98125-6523,0,3,3,1000,1996-04-01,1,16,350000000,1,1,202302.0,0,0,2,0,2,0.0,0.0,0.0,C30Z,,1996.0,Environment,0
911645167,ALPINE LAKES FOUNDATION,% MICHAEL PIERSON,4019 NE 82ND ST,SEATTLE,WA,98115-4943,0,3,3,1000,1994-08-01,1,15,350000000,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C30Z,,1994.0,Environment,0
911656108,WASTE ACTION PROJECT,% NANCY GOLDSTEIN,PO BOX 4832,SEATTLE,WA,98194-0832,0,3,3,1000,1995-01-01,1,15,994351000,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C012,,1995.0,Environment,0
911656676,GOT GREEN,% MICHAEL BURKE STANSBURY,PO BOX 18794,SEATTLE,WA,98118-0794,0,3,3,1000,1995-07-01,1,15,402000000,1,1,202112.0,6,6,1,0,12,1713753.0,1345360.0,1345360.0,C012,,1995.0,Environment,0
911659644,INSTITUTE FOR SYSTEMIC LEARNING THE CORPORATION,% ROBERT WOODRUFF,3017 W GARFIELD ST,SEATTLE,WA,98199-4243,0,3,3,2000,1996-01-01,1,15,149000000,1,1,201912.0,0,0,2,0,12,0.0,0.0,0.0,C99Z,OSRI,1996.0,Environment,0
911682270,BLUE EARTH ALLIANCE,% ORGANIZATION,4557 51ST PL SW,SEATTLE,WA,98116-3901,0,3,3,1000,1996-01-01,1,15,994529000,1,1,202112.0,3,3,1,0,12,36690.0,94418.0,94418.0,C013,,1996.0,Environment,0
911686596,NATIONAL FISHERIES CONSERVATION CENTER,% BRAD WARREN PACIFIC FISHING,PO BOX 30615,SEATTLE,WA,98113-0615,0,3,3,1000,1997-10-01,1,15,995379000,1,1,202203.0,4,3,1,0,3,438446.0,76196.0,76196.0,C30,,1997.0,Environment,0
911687883,CENTER FOR ENVIRONMENTAL LAW & POLICY,,85 S WASHINGTON ST STE 301,SEATTLE,WA,98104-3404,0,3,3,1000,1996-04-01,1,15,994124000,1,1,202112.0,4,4,1,0,12,338627.0,270297.0,268330.0,C30,,1996.0,Environment,0
911729777,HISTORIC SEATTLE PRESERVATION FNDN,% KATHLEEN BROOKER SEC,1117 MINOR AVE,SEATTLE,WA,98101-4246,0,3,3,1000,1996-11-01,1,15,995119000,1,1,202212.0,5,6,1,0,12,905588.0,1043124.0,989992.0,C30,,1996.0,Environment,0
911738129,EARTH SYSTEMS INSTITUTE,% LEE BENDA,3040 NW 57TH ST,SEATTLE,WA,98107-2551,0,3,3,1000,1998-04-01,1,15,995149000,1,1,202012.0,0,0,2,0,12,0.0,0.0,0.0,C053,,1998.0,Environment,0
911741016,DELRIDGE NEIGHBORHOODS DEVELOPMENT ASSOCIATION,,4408 DELRIDGE WAY SW,SEATTLE,WA,98106-1347,0,3,3,1000,1996-08-01,1,15,994379000,1,1,202112.0,8,6,1,0,12,24457767.0,4792489.0,4792489.0,C50,,1996.0,Environment,0
911752769,WASHINGTON POLICY CENTER,% BRADEN GOODWIN,PO BOX 3643,SEATTLE,WA,98124-3643,0,3,3,2000,1997-03-01,1,15,994559123,1,1,202112.0,7,7,1,0,12,6351425.0,5272883.0,4652267.0,R99,,1997.0,"Civil Rights, Social Action & Advocacy",0
911770266,DIVERSITY AS GIFT,% JIM GALLUZZO,1314 NW IRVING ST APT 512,PORTLAND,OR,97209-2726,0,3,3,2000,1998-08-01,1,16,431000000,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R30Z,,1998.0,"Civil Rights, Social Action & Advocacy",0
911770700,OREGON STATE LEATHER CONTEST,% VICKIE BRITTON,PO BOX 3134,PORTLAND,OR,97208-3134,0,3,3,1200,1998-06-01,1,16,319000000,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R26Z,,1998.0,"Civil Rights, Social Action & Advocacy",0
911815618,RENEWABLE NORTHWEST PROJECT,% J RACHEL SHIMSHAK,421 SW 6TH AVE STE 1400,PORTLAND,OR,97204-1627,0,3,3,1000,1997-11-01,1,15,994351000,1,1,202112.0,6,6,1,0,12,1768710.0,1947685.0,1947685.0,C350,,1997.0,Environment,0
911829325,OREGON CLIMATE TRUST,% M ALBERTSON,80 SE MADISON ST STE 420,PORTLAND,OR,97214-4527,0,3,3,3000,1997-11-01,1,15,994351000,1,1,202112.0,8,8,1,0,12,32274539.0,18389536.0,14712148.0,C200,,1997.0,Environment,0
911833969,COURT OF SEATTLE ORGANIZATION,% PRESIDENT,1122 E PIKE ST PMB 1300,SEATTLE,WA,98122-3916,0,3,3,1000,2014-11-01,1,16,995927090,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,R26,,2014.0,"Civil Rights, Social Action & Advocacy",0
